code,province_code,name,latitude,longitude,population
01001,01,Alegría-Dulantzi,42.829133,-2.511082,2955
01002,01,Amurrio,43.025656,-2.971893,10364
01003,01,Aramaio,43.045986,-2.593635,1354
01004,01,Artziniega,43.129709,-3.141468,1868
01006,01,Armiñón,42.714114,-2.873388,236
01008,01,Arratzua-Ubarrundia,42.924263,-2.614329,1056
01009,01,Asparrena,42.894243,-2.316004,1609
01010,01,Ayala,43.075491,-3.078275,2921
01011,01,"Baños de Ebro",42.522752,-2.674931,286
01013,01,Barrundia,42.911724,-2.492898,882
01014,01,Berantevilla,42.686978,-2.833259,461
01016,01,Bernedo,42.693996,-2.523656,541
01017,01,Campezo,42.686656,-2.360893,1073
01018,01,Zigoitia,42.968682,-2.730703,1845
01019,01,Kripan,42.595191,-2.514512,174
01020,01,Kuartango,42.895791,-2.935609,402
01021,01,Elburgo,42.865049,-2.547202,642
01022,01,Elciego,42.507301,-2.624871,971
01023,01,Elvillar,42.562056,-2.540554,315
01027,01,Iruraiz-Gauna,42.822721,-2.476186,559
01028,01,Labastida,42.605498,-2.808648,1558
01030,01,Lagrán,42.621238,-2.608383,177
01031,01,Laguardia,42.548615,-2.57377,1459
01032,01,Lanciego,42.544119,-2.499927,700
01033,01,"Lapuebla de Labarca",42.494685,-2.570271,895
01034,01,Leza,42.571238,-2.637456,205
01036,01,Laudio,43.138435,-2.977702,18077
01037,01,Arraia-Maeztu,42.749115,-2.445247,812
01039,01,"Moreda de Álava",42.527432,-2.415037,218
01041,01,Navaridas,42.539709,-2.631429,192
01042,01,Okondo,43.168488,-3.01793,1184
01043,01,Oyón-Oion,42.544564,-2.43285,3476
01044,01,Peñacerrada-Urizaharra,42.638315,-2.700545,332
01046,01,Erriberagoitia,42.802459,-2.925123,839
01047,01,Erriberabeitia,42.724491,-2.90276,1477
01049,01,Añana,42.813738,-2.991616,141
01051,01,Agurain,42.838436,-2.387136,5189
01052,01,Samaniego,42.57059,-2.673529,292
01053,01,"San Millán",42.878962,-2.392889,701
01054,01,Urkabustaiz,42.96625,-2.920898,1470
01055,01,Valdegovía,42.864068,-3.128328,1064
01056,01,Harana,42.757209,-2.318377,212
01057,01,"Villabuena de Álava",42.541321,-2.661427,276
01058,01,Legutio,42.982907,-2.647784,2094
01059,01,Vitoria-Gasteiz,42.850314,-2.687872,260699
01060,01,Yécora,42.555516,-2.468706,278
01061,01,Zalduondo,42.900261,-2.343905,195
01062,01,Zambrana,42.657295,-2.822157,452
01063,01,Zuia,42.984385,-2.835889,2350
01901,01,"Iruña Oka",42.82652,-2.819432,3704
01902,01,Lantarón,42.755407,-3.013977,929
02001,02,Abengibre,39.214544,-1.539007,753
02002,02,Alatoz,39.079709,-1.370423,504
02003,02,Albacete,38.955979,-1.891562,175400
02004,02,Albatana,38.57611,-1.515873,644
02005,02,Alborea,39.291736,-1.385945,672
02006,02,Alcadozo,38.66248,-2.056675,635
02007,02,"Alcalá del Júcar",39.185715,-1.402806,1130
02008,02,Alcaraz,38.718918,-2.530805,1283
02009,02,Almansa,38.841047,-1.090253,24615
02010,02,Alpera,38.988695,-1.27355,2278
02011,02,Ayna,38.56508,-2.104971,577
02012,02,Balazote,38.886979,-2.137618,2356
02013,02,"Balsa de Ves",39.262327,-1.209909,121
02014,02,"El Ballestero",38.844424,-2.47576,411
02015,02,Barrax,39.033024,-2.204863,1838
02016,02,Bienservida,38.530103,-2.647611,548
02017,02,Bogarra,38.583491,-2.234433,727
02018,02,Bonete,38.888049,-1.30856,950
02019,02,"El Bonillo",38.940426,-2.583619,2645
02020,02,Carcelén,39.106204,-1.288194,483
02021,02,"Casas de Juan Núñez",39.097268,-1.574882,1409
02022,02,"Casas de Lázaro",38.755784,-2.228983,298
02023,02,"Casas de Ves",39.249132,-1.300837,519
02024,02,Casas-Ibáñez,39.311926,-1.458787,4616
02025,02,Caudete,38.708074,-1.010041,10439
02026,02,Cenizate,39.298196,-1.660521,1163
02027,02,Corral-Rubio,38.811233,-1.440529,303
02028,02,Cotillas,38.422891,-2.501169,123
02029,02,"Chinchilla de Monte-Aragón",38.875934,-1.636321,4614
02030,02,"Elche de la Sierra",38.454634,-2.095643,3603
02031,02,Férez,38.386587,-1.946203,604
02032,02,Fuensanta,39.2405,-2.06865,282
02033,02,Fuente-Álamo,38.708479,-1.457958,2422
02034,02,Fuentealbilla,39.249781,-1.567881,1804
02035,02,"La Gineta",39.111126,-1.997726,2656
02036,02,Golosalvo,39.236577,-1.63594,79
02037,02,Hellín,38.461899,-1.673079,30836
02038,02,"La Herrera",38.944735,-2.103128,308
02039,02,Higueruela,38.966378,-1.42904,1133
02040,02,Hoya-Gonzalo,38.960873,-1.562489,582
02041,02,Jorquera,39.160348,-1.545652,356
02042,02,Letur,38.319292,-2.130824,911
02043,02,Lezuza,38.952336,-2.308213,1281
02044,02,Liétor,38.544762,-1.936235,1052
02045,02,Madrigueras,39.233718,-1.814327,4670
02046,02,Mahora,39.204805,-1.716527,1465
02047,02,Masegoso,38.722695,-2.313756,117
02048,02,Minaya,39.221278,-2.315424,1381
02049,02,Molinicos,38.491877,-2.291718,754
02050,02,Montalvos,39.170648,-2.031729,74
02051,02,"Montealegre del Castillo",38.764057,-1.307266,2051
02052,02,Motilleja,39.170304,-1.776727,673
02053,02,Munera,39.085976,-2.450791,3351
02054,02,"Navas de Jorquera",39.28368,-1.726617,521
02055,02,Nerpio,38.143209,-2.36057,1136
02056,02,Ontur,38.622101,-1.490108,1895
02057,02,"Ossa de Montiel",38.968818,-2.765317,2233
02058,02,"Paterna del Madera",38.58768,-2.343615,328
02059,02,Peñascosa,38.669399,-2.328873,329
02060,02,"Peñas de San Pedro",38.737346,-2.028001,1488
02061,02,Pétrola,38.793903,-1.5256,660
02062,02,Povedilla,38.705345,-2.61903,374
02063,02,Pozohondo,38.711995,-1.913372,1544
02064,02,Pozo-Lorente,39.059259,-1.48225,398
02065,02,Pozuelo,38.814344,-2.087144,455
02066,02,"La Recueja",39.14839,-1.456839,215
02067,02,Riópar,38.481589,-2.423875,1344
02068,02,Robledo,38.776488,-2.42994,382
02069,02,"La Roda",39.172597,-2.197928,15643
02070,02,Salobre,38.575419,-2.547494,442
02071,02,"San Pedro",38.789745,-2.185037,1155
02072,02,Socovos,38.339231,-1.908715,1643
02073,02,"Tarazona de la Mancha",39.238975,-1.936639,6100
02074,02,Tobarra,38.620312,-1.66397,8006
02075,02,Valdeganga,39.121377,-1.667407,1970
02076,02,Vianos,38.581061,-2.506601,317
02077,02,"Villa de Ves",39.194291,-1.248214,51
02078,02,"Villalgordo del Júcar",39.319487,-2.044672,1159
02079,02,Villamalea,39.35897,-1.550196,4083
02080,02,Villapalacios,38.579451,-2.640872,539
02081,02,Villarrobledo,39.193662,-2.610086,25400
02082,02,Villatoya,39.322946,-1.332048,114
02083,02,Villavaliente,39.117839,-1.468243,190
02084,02,"Villaverde de Guadalimar",38.462399,-2.51763,325
02085,02,Viveros,38.800277,-2.574777,293
02086,02,Yeste,38.338291,-2.348093,2471
02901,02,"Pozo Cañada",38.782801,-1.75971,2704
03001,03,l'Atzúbia,38.859031,-0.168732,589
03002,03,Agost,38.442319,-0.641651,5225
03003,03,Agres,38.786915,-0.511931,623
03004,03,Aigües,38.510067,-0.363329,1199
03005,03,Albatera,38.215944,-0.891871,13566
03006,03,Alcalalí,38.755883,-0.030991,1428
03007,03,Alcosser,38.795077,-0.400636,263
03008,03,Alcoleja,38.664893,-0.327463,184
03009,03,Alcoi,38.68228,-0.516581,61468
03010,03,Alfafara,38.780872,-0.563742,419
03011,03,"l'Alfàs del Pi",38.57833,-0.088709,21080
03012,03,Algorfa,38.064056,-0.786682,3788
03013,03,Algueña,38.343569,-1.004102,1328
03014,03,Alicante,38.382222,-0.537562,366221
03015,03,Almoradí,38.072138,-0.791498,22965
03016,03,Almudaina,38.764179,-0.357822,128
03017,03,"l'Alqueria d'Asnar",38.770245,-0.418828,519
03018,03,Altea,38.62534,-0.04724,24592
03019,03,Aspe,38.329662,-0.785487,22397
03020,03,Balones,38.744141,-0.333205,132
03021,03,"Banyeres de Mariola",38.705489,-0.677875,7347
03022,03,Benasau,38.695738,-0.337883,174
03023,03,Beneixama,38.722174,-0.7606,1696
03024,03,Benejúzar,38.073671,-0.83195,5811
03025,03,Benferri,38.151779,-0.983139,2099
03026,03,Beniarbeig,38.817554,-0.011582,2499
03027,03,Beniardà,38.696045,-0.214281,226
03028,03,Beniarrés,38.825625,-0.363089,1117
03029,03,Benigembla,38.746867,-0.115806,590
03030,03,Benidoleig,38.792291,-0.027007,1245
03031,03,Benidorm,38.554897,-0.128887,77327
03032,03,Benifallim,38.654961,-0.411666,130
03033,03,Benifato,38.66028,-0.241253,162
03034,03,Benijófar,38.074921,-0.740866,3679
03035,03,Benilloba,38.705684,-0.395696,744
03036,03,Benillup,38.756359,-0.379962,110
03037,03,Benimantell,38.645628,-0.202625,548
03038,03,Benimarfull,38.775335,-0.391551,465
03039,03,Benimassot,38.753848,-0.298751,85
03040,03,Benimeli,38.829192,-0.035784,474
03041,03,Benissa,38.6923,0.037894,12471
03042,03,"el Poble Nou de Benitatxell",38.724636,0.148644,4911
03043,03,Biar,38.644532,-0.747947,3677
03044,03,Bigastro,38.060211,-0.895408,7537
03045,03,Bolulla,38.68487,-0.121263,490
03046,03,Busot,38.500945,-0.418476,3782
03047,03,Calp,38.652636,0.044235,27616
03048,03,"Callosa d'en Sarrià",38.653355,-0.104285,8182
03049,03,"Callosa de Segura",38.134148,-0.871093,19988
03050,03,"el Campello",38.462145,-0.372938,31419
03051,03,"el Camp de Mirra",38.703685,-0.801993,447
03052,03,Cañada,38.685559,-0.821741,1213
03053,03,Castalla,38.567969,-0.670612,11908
03054,03,"Castell de Castells",38.735025,-0.187067,443
03055,03,Catral,38.152346,-0.797577,9600
03056,03,Cocentaina,38.7375,-0.44689,11498
03057,03,Confrides,38.679212,-0.276635,293
03058,03,Cox,38.143774,-0.899943,7722
03059,03,Crevillent,38.234639,-0.814323,30921
03060,03,Quatretondeta,38.7166,-0.314529,130
03061,03,"Daya Nueva",38.109841,-0.762915,1885
03062,03,"Daya Vieja",38.105747,-0.735062,698
03063,03,Dénia,38.82427,0.079662,47261
03064,03,Dolores,38.138893,-0.754923,8326
03065,03,Elx,38.247228,-0.664804,245557
03066,03,Elda,38.474938,-0.820841,55222
03067,03,Fageca,38.731563,-0.274359,100
03068,03,Famorca,38.730585,-0.240591,44
03069,03,Finestrat,38.574181,-0.203391,9919
03070,03,"Formentera del Segura",38.094226,-0.736401,4868
03071,03,"Gata de Gorgos",38.768062,0.069841,6773
03072,03,Gaianes,38.81593,-0.410837,577
03073,03,Gorga,38.722161,-0.373777,286
03074,03,"Granja de Rocamora",38.154704,-0.894604,2728
03075,03,"el Castell de Guadalest",38.670006,-0.16847,284
03076,03,"Guardamar del Segura",38.080324,-0.668396,18564
03077,03,"el Fondó de les Neus",38.307763,-0.895061,2738
03078,03,"Hondón de los Frailes",38.268956,-0.932234,1334
03079,03,Ibi,38.62487,-0.562986,24500
03080,03,Jacarilla,38.047928,-0.851719,2176
03081,03,Xaló,38.712527,-0.031086,3104
03082,03,Xàbia,38.767376,0.163033,30642
03083,03,Xixona,38.551089,-0.489616,7669
03084,03,l'Orxa,38.849685,-0.308657,589
03085,03,Llíber,38.729492,0.008093,882
03086,03,Millena,38.740351,-0.378432,265
03088,03,"Monforte del Cid",38.384992,-0.695004,9283
03089,03,Monòver,38.428558,-0.912462,13116
03090,03,Mutxamel,38.434408,-0.474919,28621
03091,03,Murla,38.765894,-0.077011,574
03092,03,"Muro de Alcoy",38.788715,-0.446125,9372
03093,03,Novelda,38.394262,-0.786129,26606
03094,03,"la Nucia",38.601112,-0.12024,19121
03095,03,Ondara,38.826978,0.015075,7717
03096,03,Onil,38.633355,-0.660997,8114
03097,03,Orba,38.785082,-0.066166,2399
03098,03,Orxeta,38.553518,-0.279761,906
03099,03,Orihuela,38.067202,-0.909376,84560
03100,03,Parcent,38.739188,-0.073883,1037
03101,03,Pedreguer,38.793461,0.031469,8849
03102,03,Pego,38.843667,-0.099964,10791
03103,03,Penàguila,38.658153,-0.373503,305
03104,03,Petrer,38.492163,-0.731658,34022
03105,03,"el Pinós",38.412291,-1.029059,8523
03106,03,Planes,38.792285,-0.331585,697
03107,03,Polop,38.620773,-0.152433,5828
03109,03,Rafal,38.106179,-0.850015,4849
03110,03,"el Ràfol d'Almúnia",38.830798,-0.050922,734
03111,03,Redován,38.122331,-0.921508,8283
03112,03,Relleu,38.571334,-0.33954,1375
03113,03,Rojales,38.073993,-0.718393,17652
03114,03,"la Romana",38.355162,-0.907853,2729
03115,03,Sagra,38.818131,-0.066836,441
03116,03,Salinas,38.507813,-0.910474,1828
03117,03,"Sanet y Negrals",38.815688,-0.028858,712
03118,03,"San Fulgencio",38.125097,-0.692723,9769
03119,03,"Sant Joan d'Alacant",38.40459,-0.428478,26834
03120,03,"San Miguel de Salinas",37.97485,-0.803112,7177
03121,03,"Santa Pola",38.203509,-0.577304,39709
03122,03,"Sant Vicent del Raspeig",38.427089,-0.534442,60247
03123,03,Sax,38.548456,-0.813331,10346
03124,03,Sella,38.617886,-0.278834,621
03125,03,Senija,38.734438,0.044287,698
03127,03,Tàrbena,38.707183,-0.096578,662
03128,03,Teulada,38.711906,0.114441,12912
03129,03,Tibi,38.521479,-0.59432,1757
03130,03,Tollos,38.762705,-0.247393,32
03131,03,Tormos,38.803826,-0.072811,323
03132,03,"la Torre de les Maçanes",38.604849,-0.411478,749
03133,03,Torrevieja,38.000393,-0.704697,98533
03134,03,"la Vall d'Alcalà",38.788324,-0.253745,159
03135,03,"la Vall d'Ebo",38.800477,-0.170418,231
03136,03,"la Vall de Gallinera",38.829608,-0.232132,583
03137,03,"la Vall de Laguar",38.775058,-0.130877,905
03138,03,"el Verger",38.850604,-0.004756,5508
03139,03,"la Vila Joiosa",38.52119,-0.251488,37449
03140,03,Villena,38.633954,-0.913906,34712
03901,03,"els Poblets",38.854716,0.017792,2757
03902,03,"Pilar de la Horadada",37.89987,-0.829575,24316
03903,03,"Los Montesinos",38.024698,-0.755104,5786
03904,03,"San Isidro",38.174793,-0.842192,2337
04001,04,Abla,37.162399,-2.766766,1268
04002,04,Abrucena,37.130608,-2.826158,1241
04003,04,Adra,36.772227,-3.050548,25501
04004,04,Albanchez,37.28498,-2.160916,688
04005,04,Alboloduy,37.062492,-2.628503,579
04006,04,Albox,37.449898,-2.136029,12799
04007,04,Alcolea,36.93868,-2.990376,829
04008,04,Alcóntar,37.313602,-2.623453,545
04009,04,"Alcudia de Monteagud",37.233834,-2.255246,115
04010,04,Alhabia,36.994008,-2.560624,743
04011,04,"Alhama de Almería",36.945469,-2.575115,3975
04012,04,Alicún,36.949853,-2.603742,206
04013,04,Almería,36.875678,-2.342302,205468
04014,04,Almócita,36.964394,-2.802106,208
04015,04,Alsodux,37.024831,-2.589576,126
04016,04,Antas,37.25323,-1.953205,3472
04017,04,Arboleas,37.353017,-2.084084,4215
04018,04,"Armuña de Almanzora",37.356709,-2.416308,371
04019,04,Bacares,37.251923,-2.477124,226
04020,04,Bayárcal,37.055194,-2.99462,294
04021,04,Bayarque,37.314391,-2.447909,215
04022,04,Bédar,37.177297,-1.992889,953
04023,04,Beires,37.042966,-2.808656,140
04024,04,Benahadux,36.91604,-2.473946,4901
04026,04,Benitagla,37.235035,-2.226146,63
04027,04,Benizalón,37.202934,-2.217368,242
04028,04,Bentarique,36.963058,-2.650441,223
04029,04,Berja,36.854971,-2.964145,13120
04030,04,Canjáyar,36.991409,-2.735198,1139
04031,04,Cantoria,37.341524,-2.180398,3592
04032,04,Carboneras,37.003883,-1.939815,8458
04033,04,"Castro de Filabres",37.179735,-2.451433,101
04034,04,Cóbdar,37.248926,-2.185446,169
04035,04,"Cuevas del Almanzora",37.323138,-1.815154,15526
04036,04,Chercos,37.263759,-2.271996,301
04037,04,Chirivel,37.602852,-2.268339,1619
04038,04,Dalías,36.848558,-2.823376,4196
04041,04,Enix,36.875637,-2.596511,612
04043,04,Felix,36.876317,-2.698803,771
04044,04,Fines,37.3655,-2.267609,2404
04045,04,Fiñana,37.187892,-2.856736,1956
04046,04,Fondón,36.975052,-2.855261,1152
04047,04,Gádor,36.95595,-2.507435,3130
04048,04,"Los Gallardos",37.159898,-1.951267,3110
04049,04,Garrucha,37.187314,-1.83146,10845
04050,04,Gérgal,37.149897,-2.556771,1211
04051,04,Huécija,36.947704,-2.628174,526
04052,04,"Huércal de Almería",36.887181,-2.465533,18660
04053,04,Huércal-Overa,37.428598,-1.939428,20860
04054,04,Íllar,36.981989,-2.646246,492
04055,04,Instinción,36.966378,-2.686291,507
04056,04,Laroya,37.287724,-2.343871,197
04057,04,"Láujar de Andarax",37.011156,-2.902899,1674
04058,04,Líjar,37.292971,-2.230573,378
04059,04,Lubrín,37.228431,-2.067319,1434
04060,04,"Lucainena de las Torres",37.0419,-2.154261,722
04061,04,Lúcar,37.438169,-2.44189,829
04062,04,Macael,37.309057,-2.296211,5436
04063,04,María,37.749941,-2.239681,1202
04064,04,Mojácar,37.114293,-1.866293,7680
04065,04,Nacimiento,37.134954,-2.658607,485
04066,04,Níjar,36.890231,-2.126212,33319
04067,04,Ohanes,37.061531,-2.76121,553
04068,04,"Olula de Castro",37.172878,-2.488006,175
04069,04,"Olula del Río",37.379086,-2.303312,6506
04070,04,Oria,37.49415,-2.289392,2219
04071,04,Padules,36.964614,-2.771023,438
04072,04,Partaloa,37.410872,-2.230044,836
04073,04,"Paterna del Río",37.048614,-2.949212,399
04074,04,Pechina,36.942769,-2.400727,4552
04075,04,Pulpí,37.399889,-1.728482,12214
04076,04,Purchena,37.378979,-2.361187,1563
04077,04,Rágol,37.000181,-2.693767,297
04078,04,Rioja,36.971096,-2.440096,1609
04079,04,"Roquetas de Mar",36.775772,-2.61711,111240
04080,04,"Santa Cruz de Marchena",37.037485,-2.580223,236
04081,04,"Santa Fe de Mondújar",36.991329,-2.52227,503
04082,04,Senés,37.18872,-2.33459,279
04083,04,Serón,37.341903,-2.546529,2151
04084,04,Sierro,37.293987,-2.393943,364
04085,04,Somontín,37.417315,-2.390374,497
04086,04,Sorbas,37.100125,-2.089546,2564
04087,04,Suflí,37.317401,-2.380703,224
04088,04,Tabernas,37.071071,-2.36298,3991
04089,04,Taberno,37.480188,-2.06245,955
04090,04,Tahal,37.189115,-2.28339,355
04091,04,Terque,36.948079,-2.62688,393
04092,04,Tíjola,37.401131,-2.490682,3573
04093,04,Turre,37.106146,-1.939382,4361
04094,04,Turrillas,37.029027,-2.262226,256
04095,04,"Uleila del Campo",37.176579,-2.186813,815
04096,04,Urrácal,37.392886,-2.348948,340
04097,04,Velefique,37.196935,-2.399367,230
04098,04,Vélez-Blanco,37.788544,-2.105947,1928
04099,04,Vélez-Rubio,37.590356,-2.06452,6685
04100,04,Vera,37.22512,-1.856167,20282
04101,04,Viator,36.894228,-2.398946,6339
04102,04,Vícar,36.812533,-2.660575,29342
04103,04,Zurgena,37.359264,-2.032298,3059
04901,04,"Las Tres Villas",37.160001,-2.720879,547
04902,04,"El Ejido",36.748231,-2.781363,91440
04903,04,"La Mojonera",36.774599,-2.692043,8793
04904,04,Balanegra,36.776864,-2.931176,3055
05001,05,Adanero,40.943235,-4.600881,207
05002,05,"La Adrada",40.308206,-4.653843,2853
05005,05,Albornos,40.834438,-4.884975,170
05007,05,"Aldeanueva de Santa Cruz",40.375065,-5.427634,100
05008,05,Aldeaseca,41.042762,-4.803127,211
05010,05,"La Aldehuela",40.41664,-5.402533,141
05012,05,Amavida,40.578197,-5.062309,131
05013,05,"El Arenal",40.276699,-5.083016,961
05014,05,"Arenas de San Pedro",40.173139,-5.112112,6460
05015,05,Arevalillo,40.586421,-5.371345,58
05016,05,Arévalo,41.044971,-4.719673,7851
05017,05,Aveinte,40.784546,-4.832952,67
05018,05,Avellaneda,40.387702,-5.386742,23
05019,05,Ávila,40.662226,-4.645835,59107
05021,05,"El Barco de Ávila",40.355703,-5.520782,2308
05022,05,"El Barraco",40.442858,-4.595146,2086
05023,05,Barromán,41.05615,-4.930325,174
05024,05,Becedas,40.386091,-5.632602,146
05025,05,Becedillas,40.548854,-5.318714,70
05026,05,"Bercial de Zapardiel",41.041248,-4.974606,166
05027,05,"Las Berlanas",40.801274,-4.766347,323
05029,05,Bernuy-Zapardiel,40.972137,-4.937409,79
05030,05,"Berrocalejo de Aragona",40.697369,-4.59313,55
05033,05,Blascomillán,40.820282,-5.115065,169
05034,05,"Blasconuño de Matacabras",41.141908,-4.986932,14
05035,05,Blascosancho,40.874682,-4.644614,85
05036,05,"El Bohodón",40.915723,-4.738887,104
05037,05,Bohoyo,40.289184,-5.409564,205
05038,05,"Bonilla de la Sierra",40.548504,-5.250079,139
05039,05,Brabos,40.757886,-4.927563,34
05040,05,Bularros,40.733513,-4.83688,55
05041,05,Burgohondo,40.388055,-4.777986,1269
05042,05,"Cabezas de Alambre",40.935185,-4.834922,152
05043,05,"Cabezas del Pozo",41.001491,-4.965722,80
05044,05,"Cabezas del Villar",40.693609,-5.203634,217
05045,05,Cabizuela,40.902025,-4.807789,89
05046,05,Canales,40.996496,-4.905369,42
05047,05,Candeleda,40.175664,-5.278694,5003
05048,05,Cantiveros,40.955836,-4.960138,102
05049,05,Cardeñosa,40.736694,-4.73199,430
05051,05,"La Carrera",40.354285,-5.560723,155
05052,05,"Casas del Puerto",40.525526,-5.179035,80
05053,05,Casasola,40.664537,-4.820307,67
05054,05,Casavieja,40.299718,-4.773,1362
05055,05,Casillas,40.331716,-4.575525,673
05056,05,"Castellanos de Zapardiel",41.079402,-4.907281,106
05057,05,Cebreros,40.453069,-4.433248,3345
05058,05,"Cepeda la Mora",40.456168,-5.052806,63
05059,05,Cillán,40.699703,-4.988853,84
05060,05,Cisla,40.969153,-5.018902,107
05061,05,"La Colilla",40.644679,-4.758835,375
05062,05,"Collado de Contreras",40.884774,-4.92928,147
05063,05,"Collado del Mirón",40.550952,-5.362196,18
05064,05,Constanzana,40.925486,-4.881836,104
05065,05,Crespos,40.859225,-4.972381,463
05066,05,"Cuevas del Valle",40.295992,-5.029283,506
05067,05,Chamartín,40.720729,-4.949495,61
05069,05,Donjimeno,40.964629,-4.853542,69
05070,05,Donvidas,41.084804,-4.802127,31
05072,05,"Espinosa de los Caballeros",41.016629,-4.666951,104
05073,05,"Flores de Ávila",40.941857,-5.083778,262
05074,05,Fontiveros,40.925041,-4.958772,715
05075,05,Fresnedilla,40.236044,-4.657262,92
05076,05,"El Fresno",40.620227,-4.751083,579
05077,05,"Fuente el Saúz",40.973623,-4.896528,146
05078,05,"Fuentes de Año",41.024573,-4.911798,90
05079,05,"Gallegos de Altamiros",40.702039,-4.91197,61
05080,05,"Gallegos de Sobrinos",40.704099,-5.143953,42
05081,05,"Garganta del Villar",40.453674,-5.116246,37
05082,05,Gavilanes,40.273062,-4.86961,523
05083,05,Gemuño,40.586046,-4.778057,147
05084,05,Gilbuena,40.415819,-5.594448,45
05085,05,"Gil García",40.279997,-5.592927,45
05086,05,Gimialcón,40.871281,-5.127657,73
05087,05,Gotarrendura,40.827754,-4.729243,173
05088,05,"Grandes y San Martín",40.761968,-4.968721,34
05089,05,Guisando,40.219039,-5.144098,458
05090,05,Gutierre-Muñoz,40.967726,-4.652873,63
05092,05,Hernansancho,40.855059,-4.718739,140
05093,05,"Herradón de Pinares",40.586539,-4.540219,526
05094,05,"Herreros de Suso",40.803519,-5.043846,141
05095,05,"Higuera de las Dueñas",40.228897,-4.608092,250
05096,05,"La Hija de Dios",40.517127,-4.968214,79
05097,05,"La Horcajada",40.432984,-5.470763,434
05099,05,"Horcajo de las Torres",41.070216,-5.11015,425
05100,05,"El Hornillo",40.261757,-5.127424,263
05101,05,Hoyocasero,40.404227,-4.987275,294
05102,05,"El Hoyo de Pinares",40.508439,-4.397713,2179
05103,05,Hoyorredondo,40.459907,-5.409514,57
05104,05,"Hoyos del Collado",40.36936,-5.203587,28
05105,05,"Hoyos del Espino",40.325772,-5.175148,350
05106,05,"Hoyos de Miguel Muñoz",40.39101,-5.066656,24
05107,05,Hurtumpascual,40.680475,-5.105508,41
05108,05,Junciana,40.411758,-5.565642,40
05109,05,Langa,41.003206,-4.853514,441
05110,05,Lanzahíta,40.192092,-4.938636,771
05112,05,"El Losar del Barco",40.397159,-5.534761,99
05113,05,"Los Llanos de Tormes",40.336734,-5.474194,57
05114,05,"Madrigal de las Altas Torres",41.101343,-5.031025,1281
05115,05,Maello,40.815849,-4.556609,713
05116,05,"Malpartida de Corneja",40.517333,-5.351094,89
05117,05,Mamblas,41.008781,-5.023009,191
05118,05,"Mancera de Arriba",40.795185,-5.14882,66
05119,05,"Manjabálago y Ortigosa de Rioalmar",40.670712,-5.072686,22
05120,05,Marlín,40.711856,-4.826066,29
05121,05,Martiherrero,40.681279,-4.781334,372
05122,05,Martínez,40.628525,-5.357292,109
05123,05,"Mediana de Voltoya",40.707407,-4.555958,117
05124,05,Medinilla,40.451454,-5.603165,79
05125,05,Mengamuñoz,40.499747,-5.013785,60
05126,05,"Mesegar de Corneja",40.515125,-5.308332,62
05127,05,Mijares,40.285113,-4.831902,718
05128,05,Mingorría,40.764998,-4.679012,422
05129,05,"El Mirón",40.556383,-5.400749,93
05130,05,Mironcillo,40.555555,-4.822698,110
05131,05,"Mirueña de los Infanzones",40.736395,-5.085436,86
05132,05,Mombeltrán,40.211117,-5.007534,922
05133,05,Monsalupe,40.769527,-4.7891,64
05134,05,"Moraleja de Matacabras",41.115086,-4.944062,55
05135,05,Muñana,40.597086,-5.021332,499
05136,05,Muñico,40.708365,-5.036241,77
05138,05,Muñogalindo,40.597392,-4.904619,299
05139,05,Muñogrande,40.815649,-4.940059,76
05140,05,"Muñomer del Peco",40.867742,-4.891223,113
05141,05,Muñopepe,40.636167,-4.816837,95
05142,05,Muñosancho,40.922595,-5.032121,87
05143,05,Muñotello,40.540767,-5.032215,50
05144,05,"Narrillos del Álamo",40.57389,-5.46999,56
05145,05,"Narrillos del Rebollar",40.674318,-4.958706,34
05147,05,"Narros del Castillo",40.849743,-5.061582,151
05148,05,"Narros del Puerto",40.537195,-4.994923,26
05149,05,"Narros de Saldueña",40.880574,-4.872058,102
05151,05,"Navacepedilla de Corneja",40.487848,-5.162674,99
05152,05,"Nava de Arévalo",40.996811,-4.765379,647
05153,05,"Nava del Barco",40.269509,-5.557118,81
05154,05,Navadijos,40.42068,-5.089144,29
05155,05,Navaescurial,40.461768,-5.260318,54
05156,05,Navahondilla,40.339269,-4.489349,359
05157,05,Navalacruz,40.455076,-4.946684,192
05158,05,Navalmoral,40.462433,-4.747433,445
05159,05,Navalonguilla,40.243098,-5.504814,182
05160,05,Navalosa,40.39066,-4.92334,314
05161,05,"Navalperal de Pinares",40.5959,-4.443308,840
05162,05,"Navalperal de Tormes",40.325026,-5.277378,73
05163,05,Navaluenga,40.395186,-4.692705,2135
05164,05,Navaquesera,40.424094,-4.919055,38
05165,05,"Navarredonda de Gredos",40.349457,-5.116955,451
05166,05,Navarredondilla,40.439873,-4.83593,146
05167,05,Navarrevisca,40.35834,-4.873209,281
05168,05,"Las Navas del Marqués",40.593235,-4.349176,5670
05169,05,Navatalgordo,40.409951,-4.855735,230
05170,05,Navatejares,40.321947,-5.536969,48
05171,05,"Neila de San Miguel",40.429082,-5.652108,66
05172,05,Niharra,40.592043,-4.843812,167
05173,05,Ojos-Albos,40.726221,-4.512262,89
05174,05,Orbita,40.992792,-4.658409,70
05175,05,"El Oso",40.850228,-4.772223,125
05176,05,Padiernos,40.63077,-4.864871,277
05177,05,"Pajares de Adaja",40.918965,-4.646072,123
